"anime_id","title","type","source","episodes","status","aired_string","aired","aired_year","duration","duration_minutes","rating","score","scored_by","rank","popularity","members","favorites","studio","genre","main_genre"
2568,"Kojika Monogatari","TV","Book",52,"Finished Airing","Nov 8, 1983 to Jan 22, 1985","{'from': '1983-11-08', 'to': '1985-01-22'}",1983,"30 min. per ep.",30,"G - All Ages",6.53,126,5488,9874,410,0,"","Drama","Drama"
35320,"Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma","OVA","Manga",1,"Finished Airing","Sep 13, 2017","{'from': '2017-09-13', 'to': '2017-09-13'}",2017,"26 min.",26,"G - All Ages",8.13,9228,395,2654,20351,502,"Madhouse","Fantasy, Romance, Shoujo","Fantasy"
8026,"Super Street Fighter IV","OVA","Game",1,"Finished Airing","Apr 28, 2010","{'from': '2010-04-28', 'to': '2010-04-28'}",2010,"35 min.",35,"PG-13 - Teens 13 or older",6.44,2848,5856,4834,5124,3,"Gonzo","Action, Adventure, Shounen","Action"
872,"Mahou Shoujo-tai Arusu","TV","Original",40,"Finished Airing","Apr 9, 2004 to Mar 4, 2005","{'from': '2004-04-09', 'to': '2005-03-04'}",2004,"9 min. per ep.",9,"PG-13 - Teens 13 or older",7.19,4467,2857,2665,20130,68,"Studio 4°C","Adventure, Comedy, Fantasy, Magic","Adventure"
35536,"Kaakaa Karasu no Kanzaburou","Music","Original",1,"Finished Airing","Oct, 2016","{'from': None, 'to': None}",2012,"2 min.",2,"G - All Ages",4,23,10659,13876,56,0,"","Music","Music"
4999,"Asu no Yoichi!","TV","Manga",12,"Finished Airing","Jan 9, 2009 to Mar 27, 2009","{'from': '2009-01-09', 'to': '2009-03-27'}",2009,"24 min. per ep.",24,"PG-13 - Teens 13 or older",6.95,77023,3728,616,135433,310,"AIC","Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen","Harem"
19909,"Pipi Tobenai Hotaru","Movie","Book",1,"Finished Airing","Mar 23, 1996","{'from': '1996-03-23', 'to': '1996-03-23'}",1996,"1 hr. 30 min.",90,"G - All Ages",5,14,11770,12757,111,0,"Mushi Production","Drama, Fantasy","Drama"
23763,"Manga Aesop Monogatari","Movie","Other",1,"Finished Airing","Mar 13, 1983","{'from': '1983-03-13', 'to': '1983-03-13'}",1983,"1 hr.",60,"PG - Children",6.08,24,11160,12523,122,0,"Toei Animation","Adventure, Fantasy, Kids","Adventure"
7294,"Licca-chan Fushigi na Mahou no Ring","OVA","Other",2,"Finished Airing","Aug 30, 1991","{'from': '1991-08-30', 'to': '1991-08-30'}",1991,"30 min. per ep.",30,"G - All Ages",6.04,121,7264,9701,452,0,"Ajia-Do","Adventure, Fantasy","Adventure"
28951,"Beluga","Movie","Other",1,"Finished Airing","2011","{'from': None, 'to': None}",2000,"5 min.",5,"R - 17+ (violence & profanity)",4.73,260,9235,9317,556,1,"","Dementia, Horror","Dementia"
4772,"Aria The Origination: Sono Choppiri Himitsu no Basho ni...","Special","Other",1,"Finished Airing","Jun 25, 2008","{'from': '2008-06-25', 'to': '2008-06-25'}",2008,"24 min.",24,"G - All Ages",8.11,6471,420,3165,14208,21,"Hal Film Maker","Comedy, Shounen, Slice of Life","Comedy"
32890,"Tu Xia Zhi Qing Li Chuanshuo","Movie","Original",1,"Finished Airing","Feb 21, 2015","{'from': '2015-02-21', 'to': '2015-02-21'}",2015,"1 hr. 30 min.",90,"PG - Children",5.95,19,12525,12590,120,0,"","Action, Adventure, Comedy, Martial Arts","Action"
10706,"Yasai no Yousei: N.Y.Salad 2nd Series","TV","Other",26,"Finished Airing","May 5, 2008 to Jun 9, 2008","{'from': '2008-05-05', 'to': '2008-06-09'}",2008,"5 min. per ep.",5,"G - All Ages",6.09,23,12746,11935,151,0,"","Kids","Kids"
4792,"Pokemon: Pikachu Tankentai","Movie","Game",1,"Finished Airing","Jul 17, 1999","{'from': '1999-07-17', 'to': '1999-07-17'}",1999,"23 min.",23,"PG - Children",6.61,9696,5171,2911,16809,6,"OLM","Adventure, Comedy, Fantasy, Kids","Adventure"
1866,"Seirei Tsukai","Movie","Other",1,"Finished Airing","Apr 1, 1995","{'from': '1995-04-01', 'to': '1995-04-01'}",1995,"48 min.",48,"R+ - Mild Nudity",5.86,550,7677,6742,2121,2,"","Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural","Action"
12725,"Initial D: Project D to the Next Stage - Project D e Mukete","Special","Manga",1,"Finished Airing","Mar 14, 2007","{'from': '2007-03-14', 'to': '2007-03-14'}",2007,"1 hr. 24 min.",84,"PG-13 - Teens 13 or older",7.68,1604,1149,5005,4693,1,"","Action, Cars, Sports, Drama, Seinen","Action"
6690,"Anata dake Konbanwa","OVA","Original",5,"Finished Airing","Jul 25, 2009 to Oct 21, 2011","{'from': '2009-07-25', 'to': '2011-10-21'}",2009,"25 min. per ep.",25,"Rx - Hentai",6.92,1657,NA,5111,4453,27,"","Harem, Hentai","Harem"
2628,"The☆Doraemons: Strange, Sweets, Strange?","Movie","Other",1,"Finished Airing","Mar 6, 1999","{'from': '1999-03-06', 'to': '1999-03-06'}",1999,"16 min.",16,"PG - Children",6.68,197,4861,9265,577,0,"Shin-Ei Animation","Fantasy","Fantasy"
412,"Kore ga Watashi no Goshujinsama","TV","Manga",12,"Finished Airing","Apr 7, 2005 to Jun 30, 2005","{'from': '2005-04-07', 'to': '2005-06-30'}",2005,"24 min. per ep.",24,"R+ - Mild Nudity",6.64,31947,5019,1298,62471,130,"Gainax, Shaft","Comedy, Ecchi, Slice of Life","Comedy"
29987,"Flicker Love No.1","Movie","Original",1,"Finished Airing","1971","{'from': None, 'to': None}",2006,"4 min.",4,"R+ - Mild Nudity",5.85,13,10093,13199,88,0,"","Dementia","Dementia"
3616,"Kamen no Maid Guy","TV","Manga",12,"Finished Airing","Apr 6, 2008 to Jun 22, 2008","{'from': '2008-04-06', 'to': '2008-06-22'}",2008,"25 min. per ep.",25,"R+ - Mild Nudity",7.11,14788,3164,2064,31356,68,"Madhouse","Action, Comedy, Ecchi, Super Power","Action"
19653,"Neppuu Kairiku Bushi Road","Special","Original",1,"Finished Airing","Dec 31, 2013","{'from': '2014-12-31', 'to': '2014-12-31'}",2014,"1 hr. 33 min.",93,"R - 17+ (violence & profanity)",7.32,11587,2350,2175,28591,111,"Kinema Citrus","Action, Fantasy, Mecha, Sci-Fi","Action"
35262,"Boku no Hero Academia 2nd Season: Hero Note","Special","Manga",1,"Finished Airing","Mar 25, 2017","{'from': '2017-03-25', 'to': '2017-03-25'}",2017,"23 min.",23,"PG-13 - Teens 13 or older",7.38,21148,2102,1653,44714,272,"Bones","Action, Comedy, Super Power","Action"
24795,"Boku wa Ou-sama (TV) Special","Special","Book",2,"Finished Airing","Jun 29, 2013 to Sep 28, 2013","{'from': '2013-06-29', 'to': '2013-09-28'}",2013,"25 min. per ep.",25,"PG - Children",6.21,14,9734,13162,90,0,"Graphinica","Kids","Kids"
16454,"Surf Side High-School","TV","Other",20,"Finished Airing","Jun 1, 1999 to Jul 2, 1999","{'from': '1999-06-01', 'to': '1999-07-02'}",1999,"7 min. per ep.",7,"R+ - Mild Nudity",5.33,18,12304,10963,227,0,"Magic Bus","Comedy, Ecchi, School","Comedy"
110,"Chuuka Ichiban!","TV","Manga",52,"Finished Airing","Apr 27, 1997 to Sep 13, 1998","{'from': '1997-04-27', 'to': '1998-09-13'}",1997,"23 min. per ep.",23,"PG-13 - Teens 13 or older",7.7,4745,1099,3583,10603,82,"Nippon Animation","Action, Comedy, Drama, Shounen","Action"
8663,"Yokoo&#039;s 3 Animation Films","OVA","Other",3,"Finished Airing","1965","{'from': None, 'to': None}",2001,"5 min. per ep.",5,"PG-13 - Teens 13 or older",4.81,230,9204,9373,544,3,"","Psychological, Romance","Psychological"
32551,"Digimon Adventure tri. 3: Kokuhaku","Movie","Original",1,"Finished Airing","Sep 24, 2016","{'from': '2016-09-24', 'to': '2016-09-24'}",2016,"1 hr. 45 min.",105,"PG-13 - Teens 13 or older",7.96,19995,594,1787,39643,127,"Toei Animation","Action, Adventure, Comedy, Drama","Action"
35963,"PJ Berri no Mogumogu Munyamunya Season 2","TV","Game",6,"Finished Airing","Aug 3, 2017 to Sep 14, 2017","{'from': '2017-08-03', 'to': '2017-09-14'}",2017,"1 min. per ep.",1,"G - All Ages",5.36,11,11775,12079,143,0,"Doga Kobo","Comedy","Comedy"
36074,"Endless Summer","Music","Other",1,"Finished Airing","Sep 2, 2013","{'from': '2013-09-02', 'to': '2013-09-02'}",2013,"4 min.",4,"PG-13 - Teens 13 or older",5.43,55,8491,12913,104,0,"Onionskin","Music","Music"
36910,"Wu Geng Ji 2nd Season","ONA","Manga",0,"Currently Airing","Dec 29, 2017 to ?","{'from': '2017-12-29', 'to': None}",2017,"16 min.",16,"PG-13 - Teens 13 or older",8.46,28,12681,10367,319,1,"Sparkly Key Animation Studio","Action, Historical, Supernatural, Martial Arts, Fantasy","Action"
1459,"Uchuu no Kishi Tekkaman Blade","TV","Original",49,"Finished Airing","Feb 18, 1992 to Feb 2, 1993","{'from': '1992-02-18', 'to': '1993-02-02'}",1992,"25 min. per ep.",25,"R - 17+ (violence & profanity)",7.55,3831,1512,3637,10300,131,"Tatsunoko Production","Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen","Action"
12765,"Yuuyake Banchou","TV","Other",26,"Finished Airing","Sep 30, 1968 to Mar 29, 1969","{'from': '1968-09-30', 'to': '1969-03-29'}",1968,"10 min. per ep.",10,"PG-13 - Teens 13 or older",6.21,19,12828,11439,185,0,"","Action","Action"
13051,"Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo","OVA","Other",1,"Finished Airing","Aug 24, 1989","{'from': '1989-08-24', 'to': '1989-08-24'}",1989,"30 min.",30,"Rx - Hentai",4.47,87,NA,10073,368,2,"","Hentai","Hentai"
19597,"Milk House Dreaming: Ai no Shiki","OVA","Other",1,"Finished Airing","Nov 28, 1987","{'from': '1987-11-28', 'to': '1987-11-28'}",1987,"43 min.",43,"G - All Ages",4.72,47,11250,11357,191,0,"","Music, Shoujo","Music"
3927,"Mobile Suit Gundam 00 Second Season","TV","Original",25,"Finished Airing","Oct 5, 2008 to Mar 29, 2009","{'from': '2008-10-05', 'to': '2009-03-29'}",2008,"24 min. per ep.",24,"R - 17+ (violence & profanity)",8.18,65300,336,851,102403,1266,"Sunrise","Action, Military, Sci-Fi, Space, Drama, Mecha","Action"
23703,"Gatchaman Crowds: Embrace","Special","Other",1,"Finished Airing","Jan 22, 2014","{'from': '2014-01-22', 'to': '2014-01-22'}",2014,"23 min.",23,"PG-13 - Teens 13 or older",7.47,6457,1722,3283,13138,10,"Tatsunoko Production","Adventure, Sci-Fi","Adventure"
24865,"Amigo Tomodachi","OVA","Other",1,"Finished Airing","2000","{'from': None, 'to': None}",2008,"15 min.",15,"G - All Ages",6.08,12,9585,12778,109,0,"","School, Slice of Life","School"
1886,"Fushigiboshi no☆Futagohime Gyu!","TV","Other",52,"Finished Airing","Apr 1, 2006 to Mar 31, 2007","{'from': '2006-04-01', 'to': '2007-03-31'}",2006,"24 min. per ep.",24,"G - All Ages",7.26,903,2559,5918,3060,30,"","Magic, Comedy, Shoujo","Magic"
12143,"Swing Out Sisters","OVA","Manga",1,"Finished Airing","Nov 25, 2011","{'from': '2011-11-25', 'to': '2011-11-25'}",2011,"30 min.",30,"Rx - Hentai",7.31,3439,NA,3982,8256,46,"","Hentai","Hentai"
8782,"Hiyoko Gumo","Music","Original",1,"Finished Airing","Aug 1, 2009","{'from': '2009-08-01', 'to': '2009-08-01'}",2009,"2 min.",2,"G - All Ages",5.42,289,8513,9323,557,1,"","Music, Kids, Fantasy","Music"
2389,"Kagaku Ninja-tai Gatchaman","TV","Original",105,"Finished Airing","Oct 1, 1972 to Sep 29, 1974","{'from': '1972-10-01', 'to': '1974-09-29'}",1972,"25 min. per ep.",25,"PG-13 - Teens 13 or older",7.06,1857,3338,4532,6006,52,"Tatsunoko Production","Action, Adventure, Sci-Fi, Shounen","Action"
36461,"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation","OVA","Game",1,"Finished Airing","Dec 12, 2017","{'from': '2017-12-12', 'to': '2017-12-12'}",2017,"28 min.",28,"Rx - Hentai",6.63,620,NA,7341,1588,2,"","Hentai","Hentai"
11499,"Sankarea","TV","Manga",12,"Finished Airing","Apr 6, 2012 to Jun 29, 2012","{'from': '2012-04-06', 'to': '2012-06-29'}",2012,"24 min. per ep.",24,"R+ - Mild Nudity",7.49,165755,1673,205,305513,1530,"Studio Deen","Comedy, Horror, Supernatural, Romance, Ecchi, Shounen","Comedy"
1867,"Oira Uchuu no Tankoufu","OVA","Other",2,"Finished Airing","Nov 11, 1994 to Jan 27, 1995","{'from': '1994-11-11', 'to': '1995-01-27'}",1994,"25 min. per ep.",25,"R - 17+ (violence & profanity)",6.39,345,6049,8286,991,1,"","Action, Adventure, Sci-Fi, Shounen, Space","Action"
32473,"Kabocha no Oji-san","Music","Other",1,"Finished Airing","Apr, 1987","{'from': None, 'to': None}",2002,"2 min.",2,"G - All Ages",4.29,24,10666,13500,76,0,"","Kids, Music","Kids"
37818,"Osomatsu-san x Mameshiba","Special","Original",0,"Currently Airing","Mar 27, 2018 to ?","{'from': '2018-03-27', 'to': None}",2018,"30 sec.",0.5,"G - All Ages",5.74,19,11667,9525,504,0,"","Parody","Parody"
9749,"Shin Otokogi","OVA","Other",2,"Finished Airing","May 16, 1998 to Sep 4, 1998","{'from': '1998-05-16', 'to': '1998-09-04'}",1998,"40 min. per ep.",40,"R+ - Mild Nudity",6.65,17,12073,12473,123,0,"","Seinen","Seinen"
558,"Major S2","TV","Manga",26,"Finished Airing","Dec 10, 2005 to Jun 10, 2006","{'from': '2005-12-10', 'to': '2006-06-10'}",2005,"25 min. per ep.",25,"PG-13 - Teens 13 or older",8.36,26374,188,1778,39997,229,"Studio Hibari","Comedy, Drama, Shounen, Sports","Comedy"
33740,"Katekyo Hitman Reborn! x ēlDLIVE Special","Special","Original",1,"Finished Airing","Jul 28, 2016","{'from': '2016-07-28', 'to': '2016-07-28'}",2016,"2 min.",2,"PG-13 - Teens 13 or older",6.9,1917,3918,4449,6285,19,"Artland","Super Power, Shounen","Super Power"
1768,"Kikaider 01 The Animation","OVA","Other",4,"Finished Airing","Nov 21, 2001 to Mar 20, 2002","{'from': '2001-11-21', 'to': '2002-03-20'}",2001,"27 min. per ep.",27,"PG-13 - Teens 13 or older",6.92,934,3842,6845,2005,7,"","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen","Action"
16149,"Kick-Heart","Movie","Other",1,"Finished Airing","May 26, 2013","{'from': '2013-05-26', 'to': '2013-05-26'}",2013,"12 min.",12,"PG-13 - Teens 13 or older",6.33,5805,6270,3618,10377,9,"Production I.G","Sports, Comedy, Romance","Sports"
5355,"Sengoku Basara","TV","Game",12,"Finished Airing","Apr 2, 2009 to Jun 18, 2009","{'from': '2009-04-02', 'to': '2009-06-18'}",2009,"23 min. per ep.",23,"PG-13 - Teens 13 or older",7.51,46764,1618,764,113297,1020,"Production I.G","Action, Historical, Martial Arts, Samurai, Super Power","Action"
1532,"Suki na Mono wa Suki Dakara Shou ga Nai!!","TV","Game",12,"Finished Airing","Jan 9, 2005 to Mar 27, 2005","{'from': '2005-01-09', 'to': '2005-03-27'}",2005,"24 min. per ep.",24,"PG-13 - Teens 13 or older",6.89,17632,3966,1918,35445,229,"Zexcs","Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life","Comedy"
35891,"Implicity","OVA","Manga",0,"Currently Airing","Sep 22, 2017 to ?","{'from': '2017-09-22', 'to': None}",2017,"20 min.",20,"Rx - Hentai",5.98,593,NA,7134,1753,7,"Queen Bee","Hentai","Hentai"
19157,"Youkai Watch","TV","Game",214,"Finished Airing","Jan 8, 2014 to Mar 30, 2018","{'from': '2014-01-08', 'to': '2018-03-30'}",2014,"23 min. per ep.",23,"G - All Ages",7.24,849,2669,3487,11332,125,"OLM","Comedy, Demons, Kids, Supernatural","Comedy"
32645,"Hi no Tori: Reimei-hen","Movie","Manga",1,"Finished Airing","Aug 19, 1978","{'from': '1978-08-19', 'to': '1978-08-19'}",1978,"2 hr. 18 min.",138,"None",7.06,17,10432,11549,175,0,"","Adventure, Historical, Drama, Fantasy","Adventure"
105,"Boys Be...","TV","Manga",13,"Finished Airing","Apr 11, 2000 to Jul 4, 2000","{'from': '2000-04-11', 'to': '2000-07-04'}",2000,"23 min. per ep.",23,"PG-13 - Teens 13 or older",6.53,6960,5475,2902,16869,38,"Hal Film Maker","Slice of Life, Comedy, Romance, Shounen","Slice of Life"
30045,"Shin Saru Kani Gassen","Movie","Other",1,"Finished Airing","1936","{'from': None, 'to': None}",2002,"11 min.",11,"G - All Ages",5.4,63,8550,11894,155,0,"","Drama","Drama"
35076,"Juuni Taisen","TV","Book",12,"Finished Airing","Oct 3, 2017 to Dec 19, 2017","{'from': '2017-10-03', 'to': '2017-12-19'}",2017,"24 min. per ep.",24,"R - 17+ (violence & profanity)",6.71,65248,4710,571,145539,316,"Graphinica","Action","Action"
34862,"Xianjing Chuanshuo RO: Shouhu Yongheng De Ai","ONA","Game",1,"Finished Airing","Dec 9, 2016","{'from': '2016-12-09', 'to': '2016-12-09'}",2016,"2 min.",2,"G - All Ages",6.09,90,7128,9592,484,0,"","Action, Fantasy","Action"
33702,"Tong Zhi Zhe","ONA","Manga",10,"Finished Airing","Dec 31, 2015 to Mar 17, 2016","{'from': '2015-12-31', 'to': '2016-03-17'}",2015,"10 min. per ep.",10,"R - 17+ (violence & profanity)",6.62,171,5140,8999,678,8,"","Adventure, Horror, Police","Adventure"
6671,"Byeolnala Samchongsa","Movie","Other",1,"Finished Airing","Jul 21, 1979","{'from': '1979-07-21', 'to': '1979-07-21'}",1979,"1 hr. 6 min.",66,"PG - Children",5.51,57,8352,11123,208,0,"","Adventure, Sci-Fi","Adventure"
9055,"Tamayura","OVA","Original",4,"Finished Airing","Sep 6, 2010 to Dec 6, 2010","{'from': '2010-09-06', 'to': '2010-12-06'}",2010,"18 min. per ep.",18,"G - All Ages",7.19,10849,2873,2189,28204,90,"Hal Film Maker","Slice of Life, Comedy, Drama","Slice of Life"
359,"I&#039;ll/CKBC","OVA","Manga",2,"Finished Airing","Dec 18, 2002 to Mar 26, 2003","{'from': '2002-12-18', 'to': '2003-03-26'}",2002,"30 min. per ep.",30,"PG-13 - Teens 13 or older",6.42,1626,5919,5375,3880,5,"M.S.C","Action, Sports, School, Shounen","Action"
32609,"Sinbad: Soratobu Hime to Himitsu no Shima Pilot","Special","Original",1,"Finished Airing","Dec 16, 2015","{'from': '2015-12-16', 'to': '2015-12-16'}",2015,"2 min.",2,"G - All Ages",5.69,42,12156,10613,277,1,"Nippon Animation","Adventure","Adventure"
23363,"Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai","Special","Other",1,"Finished Airing","Jan 22, 2014","{'from': '2014-01-22', 'to': '2014-01-22'}",2014,"45 min.",45,"PG-13 - Teens 13 or older",6.73,1547,4636,4820,5158,5,"","Comedy, Romance","Comedy"
34861,"Palladium: siroPd Motion Collective","Music","Original",5,"Finished Airing","Apr 6, 2014","{'from': '2014-04-06', 'to': '2014-04-06'}",2014,"2 min. per ep.",2,"G - All Ages",5.7,20,11705,14029,47,0,"","Music","Music"
7568,"Umineko no Naku Koro ni Specials","Special","Other",26,"Finished Airing","Oct 23, 2009 to Oct 24, 2010","{'from': '2009-10-23', 'to': '2010-10-24'}",2009,"1 min. per ep.",1,"PG-13 - Teens 13 or older",6.61,3092,5182,3381,12224,20,"Studio Deen","Comedy, Parody","Comedy"
10798,"UN-GO","TV","Book",11,"Finished Airing","Oct 14, 2011 to Dec 23, 2011","{'from': '2011-10-14', 'to': '2011-12-23'}",2011,"24 min. per ep.",24,"R - 17+ (violence & profanity)",7.49,42041,1685,843,103054,559,"Bones","Mystery, Supernatural","Mystery"
31235,"Hikawa Maru Monogatari","Movie","Book",1,"Finished Airing","Aug 22, 2015","{'from': '2015-08-22', 'to': '2015-08-22'}",2015,"1 hr. 30 min.",90,"None",6.18,11,10443,10047,375,0,"","Drama, Historical","Drama"
33099,"Washimo 4th Season","TV","Book",44,"Finished Airing","Apr 4, 2016 to Sep 13, 2016","{'from': '2016-04-04', 'to': '2016-09-13'}",2016,"10 min. per ep.",10,"G - All Ages",5,12,12650,12480,124,0,"Studio Deen","Sci-Fi, Slice of Life, Comedy, Kids, School","Sci-Fi"
14047,"Ikusa Otome Valkyrie G","OVA","Game",2,"Finished Airing","Jul 20, 2012 to Aug 24, 2012","{'from': '2012-07-20', 'to': '2012-08-24'}",2012,"30 min. per ep.",30,"Rx - Hentai",6.6,844,NA,6261,2637,8,"","Fantasy, Hentai, Supernatural","Fantasy"
3628,"Ingoku Byoutou","OVA","Other",2,"Finished Airing","Aug 9, 2002 to Nov 15, 2002","{'from': '2002-08-09', 'to': '2002-11-15'}",2002,"30 min. per ep.",30,"Rx - Hentai",5.95,341,NA,7945,1187,5,"","Hentai","Hentai"
9866,"Oshin","Movie","Other",1,"Finished Airing","Mar 17, 1984","{'from': '1984-03-17', 'to': '1984-03-17'}",1984,"2 hr. 3 min.",123,"G - All Ages",7.9,39,11658,10310,327,1,"","Historical, Drama","Historical"
37189,"Morinaga Nyuugyou x Mary to Majo no Hana","Special","Other",4,"Finished Airing","Apr 6, 2017 to 2017","{'from': '2017-04-06', 'to': '2018-05-09'}",2017,"15 sec. per ep.",0.25,"G - All Ages",5.7,76,7999,8994,677,1,"","Slice of Life, Magic","Slice of Life"
20945,"Iron Kid","TV","Other",26,"Finished Airing","Apr 6, 2006 to Sep 28, 2006","{'from': '2006-04-06', 'to': '2006-09-28'}",2006,"24 min. per ep.",24,"G - All Ages",7.05,970,3370,7152,1744,8,"Daewon Media","Action, Adventure, Comedy, Sci-Fi","Action"
7695,"Pokemon Diamond & Pearl: Genei no Hasha Zoroark","Movie","Game",1,"Finished Airing","Jul 10, 2010","{'from': '2010-07-10', 'to': '2010-07-10'}",2010,"1 hr. 36 min.",96,"PG - Children",7.07,19490,3314,2009,32642,27,"OLM","Action, Adventure, Fantasy, Kids","Action"
34670,"Monsuto Anime","ONA","Game",23,"Finished Airing","Apr 1, 2017 to Sep 2, 2017","{'from': '2017-04-01', 'to': '2017-09-02'}",2017,"10 min. per ep.",10,"PG - Children",6.39,655,6037,5519,3669,6,"","Action, Game, Fantasy","Action"
3983,"Mujintou Monogatari X","OVA","Other",4,"Finished Airing","Jul 24, 1998 to Apr 23, 1999","{'from': '1998-07-24', 'to': '1999-04-23'}",1998,"30 min. per ep.",30,"Rx - Hentai",5.53,235,NA,8923,704,2,"","Hentai","Hentai"
620,"Mermaid Forest","TV","Other",13,"Finished Airing","Oct 5, 2003 to Dec 21, 2003","{'from': '2003-10-05', 'to': '2003-12-21'}",2003,"24 min. per ep.",24,"R - 17+ (violence & profanity)",7.13,6170,3088,2854,17427,55,"TMS Entertainment","Drama, Fantasy, Horror, Mystery","Drama"
8479,"Hetalia World Series","ONA","Manga",48,"Finished Airing","Mar 26, 2010 to Mar 11, 2011","{'from': '2010-03-26', 'to': '2011-03-11'}",2010,"5 min. per ep.",5,"PG-13 - Teens 13 or older",7.86,37803,780,1082,76776,1099,"Studio Deen","Comedy, Historical, Parody","Comedy"
5656,"PuriGorota: Uchuu no Yuujou Daibouken","OVA","Other",1,"Finished Airing","Nov, 2008","{'from': None, 'to': None}",2011,"16 min.",16,"PG - Children",5.01,1300,9041,6472,2407,0,"J.C.Staff","Kids, Adventure, Sci-Fi","Kids"
30957,"Yukidaruma","Movie","Original",1,"Finished Airing","Feb 15, 1918","{'from': '1918-02-15', 'to': '1918-02-15'}",1918,"Unknown",NA,"G - All Ages",5.58,12,12800,12742,112,0,"","Fantasy, Historical","Fantasy"
892,"Dragon Ball Movie 3: Makafushigi Daibouken","Movie","Manga",1,"Finished Airing","Jul 9, 1988","{'from': '1988-07-09', 'to': '1988-07-09'}",1988,"45 min.",45,"PG-13 - Teens 13 or older",7.05,17457,3364,2039,32030,16,"Toei Animation","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power","Action"
23059,"Shinsatsushitsu","Movie","Original",1,"Finished Airing","2005","{'from': None, 'to': None}",1999,"8 min.",8,"PG-13 - Teens 13 or older",4.42,409,9381,8665,813,0,"","Dementia, Horror","Dementia"
1202,"Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo","OVA","Other",1,"Finished Airing","Mar 22, 2006","{'from': '2006-03-22', 'to': '2006-03-22'}",2006,"24 min.",24,"PG-13 - Teens 13 or older",6.24,5897,6607,3489,11319,15,"","Action, Adventure, Fantasy, Magic, Sci-Fi","Action"
876,"Street Fighter II V","TV","Game",29,"Finished Airing","Apr 10, 1995 to Nov 27, 1995","{'from': '1995-04-10', 'to': '1995-11-27'}",1995,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.14,9767,3059,2904,16852,85,"Studio Hibari, Production Reed","Adventure, Drama, Mystery, Shounen","Adventure"
24817,"Fantasista Stella","OVA","Manga",3,"Finished Airing","Sep 18, 2014 to Feb 16, 2015","{'from': '2014-09-18', 'to': '2015-02-16'}",2014,"23 min. per ep.",23,"PG-13 - Teens 13 or older",6.1,220,7080,8660,817,1,"Xebec","Sports, Shounen","Sports"
12677,"Ozma","TV","Original",6,"Finished Airing","Mar 17, 2012 to Apr 21, 2012","{'from': '2012-03-17', 'to': '2012-04-21'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",6.14,5850,6973,3355,12516,6,"Gonzo","Action, Sci-Fi, Adventure","Action"
1830,"Utawarerumono Specials","Special","Other",6,"Finished Airing","Aug 23, 2006 to Feb 21, 2007","{'from': '2006-08-23', 'to': '2007-02-21'}",2006,"7 min. per ep.",7,"PG-13 - Teens 13 or older",7.71,6595,1096,3356,12509,7,"OLM","Action, Fantasy, Comedy, Drama","Action"
30321,"Strike the Blood: Valkyria no Oukoku-hen","OVA","Book",2,"Finished Airing","Nov 25, 2015 to Dec 23, 2015","{'from': '2015-11-25', 'to': '2015-12-23'}",2015,"23 min. per ep.",23,"R+ - Mild Nudity",7.41,22620,1996,1622,45897,66,"Barnum Studio, Silver Link., Connect","Action, Supernatural, Ecchi, Vampire, Fantasy, School, Shounen","Action"
9221,"Kanzen Shouri Daiteiou","OVA","Other",1,"Finished Airing","Dec 22, 2001","{'from': '2001-12-22', 'to': '2001-12-22'}",2001,"7 min.",7,"PG - Children",5.01,230,9035,9655,466,0,"Sunrise","Action, Adventure, Kids, Mecha, Sci-Fi","Action"
13423,"Fushigi Sekai Atagoul Monogatari","OVA","Other",1,"Finished Airing","2000","{'from': None, 'to': None}",2005,"3 min.",3,"G - All Ages",4.64,44,10131,12215,136,1,"","Adventure","Adventure"
32256,"Mahou no Tenshi Creamy Mami: Zutto Kitto Motto","Music","Original",1,"Finished Airing","Mar 25, 1998","{'from': '1998-03-25', 'to': '1998-03-25'}",1998,"3 min.",3,"G - All Ages",5.61,101,8178,10777,255,0,"Studio Pierrot","Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo","Fantasy"
4667,"B-Legend! Battle B-Daman Fire Spirits!","TV","Other",51,"Finished Airing","Jan 10, 2005 to Dec 26, 2005","{'from': '2005-01-10', 'to': '2005-12-26'}",2005,"23 min. per ep.",23,"PG - Children",6.49,1601,5632,5880,3103,11,"","Game, Adventure, Kids, Fantasy","Game"
